id,platform,date,title,summary,type,sourceUrl,impact
"suger-2026-08-27-insulin-the-enterprise-ai-operating-model-central-","Suger","2026-08-27","Insulin: The Enterprise AI Operating Model: Central or Not","Centralize AI and it becomes a queue. Federate it and you get forty versions of the same agent. The operating model that avoids both.","blog","https://www.insulin.dev/blog/enterprise-ai-operating-model/","low"
"suger-2026-08-27-insulin-how-an-enterprise-ai-workspace-fits-togeth","Suger","2026-08-27","Insulin: How an Enterprise AI Workspace Fits Together","Most companies now own a dozen disconnected AI tools. An enterprise AI workspace is the alternative: one place where chat; knowledge; agents and jobs share a spine.","blog","https://www.insulin.dev/blog/enterprise-ai-workspace/","low"
"aws-2026-08-26-sailpoint-agent-identity-security-for-ai-agents-on","AWS","2026-08-26","SailPoint Agent Identity Security for AI agents on Amazon Bedrock AgentCore","As enterprises deploy AI agents at scale; traditional identity governance designed for human users can't keep pace. With 80% of organizations reporting unintended agent actions; the need for purpose-built agent identity security has never been greater.","blog","https://aws.amazon.com/blogs/apn/sailpoint-agent-identity-security-for-ai-agents-on-amazon-bedrock-agentcore/","low"
"azure-2026-08-26-microsoft-partner-compliance-readiness-training-no","Azure","2026-08-26","Microsoft Partner Compliance Readiness training now available in the Partner Skilling hub","Microsoft is pleased to announce that the Microsoft Partner Compliance Readiness training gallery is now available through the Partner Skilling hub.","policy","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#microsoft-partner-compliance-readiness-training-now-available-in-the-partner-skilling-hub","high"
"azure-2026-08-25-growth-margins-and-api-readiness-updates","Azure","2026-08-25","Growth margins and API readiness updates","Prepare for new growth margin opportunities and upcoming API changes with readiness resources and technical guidance.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#growth-margins-and-api-readiness-updates","medium"
"azure-2026-08-24-drive-more-marketing-roi-in-fy27","Azure","2026-08-24","Drive more marketing ROI in FY27","New Omdia research shows how high-growth partners are winning today’s buyers. Is your marketing strategy ready?","blog","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#drive-more-marketing-roi-in-fy27","low"
"azure-2026-08-24-guide-every-copilot-in-30-trial-with-a-personalize","Azure","2026-08-24","Guide every Copilot-in-30 trial with a personalized 30-day success plan","Guide every Copilot-in-30 trial with a personalized 30-day success plan.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#guide-every-copilot-in-30-trial-with-a-personalized-30-day-success-plan","high"
"suger-2026-08-24-marketplaces-alibaba-marketplace-private-offers-vs","Suger","2026-08-24","Marketplaces Alibaba Marketplace: Private Offers vs Promotions On Alibaba Cloud Marketplace; a private offer and a Promo","Marketplaces Alibaba Marketplace: Private Offers vs Promotions On Alibaba Cloud Marketplace; a private offer and a Promotion Center discount solve different deals. How to tell which one a given deal actually needs. Aug 24; 2026","blog","https://www.suger.io/resources/blog/alibaba-marketplace-private-offers-vs-promotions/","low"
"suger-2026-08-24-aws-aws-marketplace-storefront-vs-buy-with-aws-aws","Suger","2026-08-24","AWS AWS Marketplace Storefront vs Buy with AWS AWS now gives sellers four ways to surface Marketplace commerce: Buy with","AWS AWS Marketplace Storefront vs Buy with AWS AWS now gives sellers four ways to surface Marketplace commerce: Buy with AWS; a branded Storefront; the Discovery API; and the Agreements API. Which fits your buyer. Aug 24; 2026","blog","https://www.suger.io/resources/blog/aws-marketplace-storefront-vs-buy-with-aws/","low"
"suger-2026-08-24-cloud-gtm-closing-cloud-marketplace-deals-before-y","Suger","2026-08-24","Cloud GTM Closing Cloud Marketplace Deals Before Year-End Year-end is a marketplace seller's best window: committed-spen","Cloud GTM Closing Cloud Marketplace Deals Before Year-End Year-end is a marketplace seller's best window: committed-spend clocks and budget flush align. How to use them; and the fastest compliant path to close. Aug 24; 2026","blog","https://www.suger.io/resources/blog/closing-marketplace-deals-before-year-end/","low"
"suger-2026-08-24-security-how-to-cut-security-questionnaire-cycle-t","Suger","2026-08-24","Security How to Cut Security Questionnaire Cycle Time Security review adds weeks to marketplace deals; and it's the same","Security How to Cut Security Questionnaire Cycle Time Security review adds weeks to marketplace deals; and it's the same questions every time. How a reusable evidence pack lets you answer once instead of per deal. Aug 24; 2026","blog","https://www.suger.io/resources/blog/cutting-security-questionnaire-cycles/","low"
"suger-2026-08-24-azure-microsoft-marketplace-custom-contract-length","Suger","2026-08-24","Azure Microsoft Marketplace Custom Contract Lengths Microsoft now supports private-offer terms from 1 to 120 months. How","Azure Microsoft Marketplace Custom Contract Lengths Microsoft now supports private-offer terms from 1 to 120 months. How nonstandard durations like 18 months work — how they bill; and how they renew. Aug 24; 2026","blog","https://www.suger.io/resources/blog/microsoft-marketplace-custom-contract-lengths/","medium"
"suger-2026-08-24-azure-microsoft-marketplace-request-private-offer-","Suger","2026-08-24","Azure Microsoft Marketplace Request Private Offer Microsoft's Request Private Offer turns an Azure Marketplace listing i","Azure Microsoft Marketplace Request Private Offer Microsoft's Request Private Offer turns an Azure Marketplace listing into an inbound demand channel. How to enable it; route the lead; and qualify the deal. Aug 24; 2026","blog","https://www.suger.io/resources/blog/microsoft-marketplace-request-private-offer/","low"
"suger-2026-08-24-aws-migrating-to-the-new-aws-partner-central-ace-a","Suger","2026-08-24","AWS Migrating to the New AWS Partner Central (ACE) AWS moved Partner Central into the AWS Console and is retiring the S3","AWS Migrating to the New AWS Partner Central (ACE) AWS moved Partner Central into the AWS Console and is retiring the S3 co-sell integration. What migrating actually changes for your ACE data and CRM. Aug 24; 2026","blog","https://www.suger.io/resources/blog/migrating-to-aws-partner-central/","low"
"suger-2026-08-24-security-security-questions-buyers-ask-about-your-","Suger","2026-08-24","Security Security Questions Buyers Ask About Your Ops When a buyer's IT team reviews the tools you run their transaction","Security Security Questions Buyers Ask About Your Ops When a buyer's IT team reviews the tools you run their transaction data through; the questions are predictable. The checklist to be ready for; grouped by theme. Aug 24; 2026","blog","https://www.suger.io/resources/blog/security-questions-buyers-ask/","low"
"suger-2026-08-24-billing-metering-your-year-end-marketplace-reporti","Suger","2026-08-24","Billing & Metering Your Year-End Marketplace Reporting Checklist Year-end close is where a year of marketplace shortcuts","Billing & Metering Your Year-End Marketplace Reporting Checklist Year-end close is where a year of marketplace shortcuts comes due. The reconciliations a finance team should run before closing the books; in order. Aug 24; 2026","blog","https://www.suger.io/resources/blog/year-end-marketplace-reporting-checklist/","low"
"suger-2026-08-24-cloud-gtm-setting-cloud-marketplace-targets-you-ca","Suger","2026-08-24","Cloud GTM Setting Cloud Marketplace Targets You Can Defend Asked for a marketplace number for next year? A benchmark won","Cloud GTM Setting Cloud Marketplace Targets You Can Defend Asked for a marketplace number for next year? A benchmark won't survive the first review. How to build a target from inputs you can actually show your work on. Aug 24; 2026","blog","https://www.suger.io/resources/blog/setting-cloud-marketplace-targets/","low"
"suger-2026-08-24-insulin-ai-agent-lifecycle-ownership-to-retirement","Suger","2026-08-24","Insulin: AI Agent Lifecycle: Ownership to Retirement","Your first agent is easy. Your fortieth is a governance problem. How to manage an agent from request to retirement before the portfolio manages you.","blog","https://www.insulin.dev/blog/ai-agent-lifecycle-management/","low"
"suger-2026-08-24-insulin-ai-agent-tools-vs-skills-vs-integrations","Suger","2026-08-24","Insulin: AI Agent Tools vs Skills vs Integrations","Tool; skill; integration — three words the AI agent industry uses interchangeably and shouldn't. What each one actually is in Insulin; and which your problem needs.","blog","https://www.insulin.dev/blog/ai-agent-tools-vs-skills-vs-integrations/","low"
"suger-2026-08-24-insulin-ai-agents-for-procurement-intake-to-approv","Suger","2026-08-24","Insulin: AI Agents for Procurement: Intake to Approval","Procurement is document-heavy; cross-functional; and accountable — a strong fit for agents; with a hard line agents must not cross. Where they help; and where they can't.","blog","https://www.insulin.dev/blog/ai-agents-for-procurement/","low"
"suger-2026-08-24-insulin-building-an-ai-center-of-excellence-that-s","Suger","2026-08-24","Insulin: Building an AI Center of Excellence That Sticks","Most AI Centers of Excellence become a committee that ships slide decks. How to build one that business teams actually use — light on governance; heavy on reuse.","blog","https://www.insulin.dev/blog/ai-center-of-excellence/","low"
"suger-2026-08-24-insulin-how-to-build-an-ai-executive-briefing-agen","Suger","2026-08-24","Insulin: How to Build an AI Executive-Briefing Agent","A daily brief a leader can trust has to be current; concise; and sourced. How to build one as a scheduled AI job that cites every claim it makes.","blog","https://www.insulin.dev/blog/ai-executive-briefing-agent/","low"
"suger-2026-08-24-insulin-byok-vs-managed-models-for-enterprise-ai","Suger","2026-08-24","Insulin: BYOK vs Managed Models for Enterprise AI","Use the platform's models; or bring your own provider keys? The trade is cost; control; and data path. How to decide; and what changes either way.","blog","https://www.insulin.dev/blog/byok-vs-managed-models-for-enterprise-ai/","low"
"suger-2026-08-24-insulin-how-to-design-human-handoffs-for-ai-agents","Suger","2026-08-24","Insulin: How to Design Human Handoffs for AI Agents","Safe autonomy isn't an agent that never stops — it's one that stops well. How to design the moment an AI agent hands work back to a person.","blog","https://www.insulin.dev/blog/designing-human-handoffs-for-ai-agents/","low"
"suger-2026-08-24-insulin-how-humans-and-ai-agents-share-a-workspace","Suger","2026-08-24","Insulin: How Humans and AI Agents Share a Workspace","The interesting question isn't whether AI agents replace people — it's how people and agents work in the same space. What good collaboration looks like day to day.","blog","https://www.insulin.dev/blog/humans-and-ai-agents-in-one-workspace/","low"
"suger-2026-08-24-insulin-keeping-an-ai-knowledge-base-fresh-over-ti","Suger","2026-08-24","Insulin: Keeping an AI Knowledge Base Fresh Over Time","A knowledge base is only as trustworthy as its most out-of-date document. The owners; refresh habits; and pruning that keep grounded answers actually current.","blog","https://www.insulin.dev/blog/keeping-an-ai-knowledge-base-fresh/","low"
"suger-2026-08-24-insulin-single-agent-vs-multi-agent-when-to-split","Suger","2026-08-24","Insulin: Single Agent vs Multi-Agent: When to Split","Multi-agent systems are fashionable; and often one well-scoped agent is simpler and better. A complexity test for when a workflow actually needs more than one.","blog","https://www.insulin.dev/blog/single-agent-vs-multi-agent-systems/","low"
"suger-2026-08-24-suger-as-of-aug-24-2026","Suger","2026-08-24","Suger: As of Aug 24; 2026","Completed multi-channel revenue with bank reconciliation and ASC 606 revenue recognition. Connect a bank account through Plaid or Stripe Financial Connections; match transactions to revenue with AI-assisted suggestions and a human review queue; and generate recognition schedules…","release","https://www.suger.io/resources/changelog/#release-2026-08-24","medium"
"suger-2026-08-24-insulin-as-of-aug-24-2026","Suger","2026-08-24","Insulin: As of Aug 24; 2026","Goals now run as jobs — a goal and the jobs an agent creates render as one card in the chat transcript; with a drawer showing the round-by-round timeline. A running goal can be steered from there; including redirecting its objective; or cancelled outright.","release","https://www.insulin.dev/changelog/#release-2026-08-24","medium"
"suger-2026-08-21-insulin-how-to-build-an-ai-account-research-agent","Suger","2026-08-21","Insulin: How to Build an AI Account-Research Agent","Reps spend hours researching an account before a call and still miss the one thing that mattered. How to build an agent that does the research and shows its sources.","blog","https://www.insulin.dev/blog/ai-account-research-agent/","low"
"suger-2026-08-21-insulin-ai-agent-audit-logs-what-enterprises-recor","Suger","2026-08-21","Insulin: AI Agent Audit Logs: What Enterprises Record","When an AI agent does something wrong; the first question is 'what exactly happened' — and most teams cannot answer it. What an agent audit log has to capture; and why.","blog","https://www.insulin.dev/blog/ai-agent-audit-logs/","low"
"aws-2026-08-20-aws-partner-central-agents-mcp-server-now-supports","AWS","2026-08-20","AWS Partner Central agents MCP Server now supports OAuth with AWS Sign-In","AWS partners can now access AWS Partner Central agents from tools they already use; such as Amazon Quick and Kiro; using OAuth through AWS Sign-In.","release","https://aws.amazon.com/about-aws/whats-new/2026/8/aws-partner-central-mcp/","medium"
"aws-2026-08-20-aws-marketplace-now-supports-category-based-notifi","AWS","2026-08-20","AWS Marketplace now supports category-based notifications and multi-channel delivery for partners","AWS partners can now configure category-based notifications and multi-channel delivery for AWS Marketplace notifications through AWS User Notifications.","release","https://aws.amazon.com/about-aws/whats-new/2026/08/aws-marketplace/","medium"
"azure-2026-08-20-dragon-copilot-physician-apps-and-agents","Azure","2026-08-20","Dragon Copilot Physician apps and agents","Dragon Copilot Physician apps and agents in Microsoft Marketplace empower partners to embed custom capabilities directly within Dragon Copilot.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#dragon-copilot-physician-apps-and-agents","medium"
"suger-2026-08-20-marketplaces-alibaba-cloud-marketplace-for-apac-se","Suger","2026-08-20","Marketplaces Alibaba Cloud Marketplace for APAC Sellers Alibaba Cloud Marketplace is the way software reaches buyers acr","Marketplaces Alibaba Cloud Marketplace for APAC Sellers Alibaba Cloud Marketplace is the way software reaches buyers across APAC and China — but the vendor gate; the paid-product agreement; and the settlement clock work nothing like AWS or Azure.","blog","https://www.suger.io/resources/blog/alibaba-cloud-marketplace-for-apac-sellers/","low"
"suger-2026-08-20-aws-aws-vendor-insights-what-sellers-should-know-a","Suger","2026-08-20","AWS AWS Vendor Insights: What Sellers Should Know AWS Marketplace Vendor Insights lets buyers monitor your security post","AWS AWS Vendor Insights: What Sellers Should Know AWS Marketplace Vendor Insights lets buyers monitor your security posture in near real time. Here is what it shows; what a seller sets up; and how it shortens a buyer's security review. Aug 20; 2026","blog","https://www.suger.io/resources/blog/aws-vendor-insights-what-sellers-should-know/","low"
"suger-2026-08-20-co-sell-co-selling-with-google-cloud-how-it-works-","Suger","2026-08-20","Co-Sell Co-Selling with Google Cloud: How It Works Google Cloud co-sell isn't a form you submit to a portal. It's a memb","Co-Sell Co-Selling with Google Cloud: How It Works Google Cloud co-sell isn't a form you submit to a portal. It's a membership; a Marketplace transaction path; and a field-sales motion that only works when all three line up. Here's the mechanic. Aug 20; 2026","blog","https://www.suger.io/resources/blog/co-selling-with-google-cloud/","low"
"suger-2026-08-20-security-fedramp-and-your-cloud-marketplace-listin","Suger","2026-08-20","Security FedRAMP and Your Cloud Marketplace Listing FedRAMP decides whether a US agency may run your software; your mark","Security FedRAMP and Your Cloud Marketplace Listing FedRAMP decides whether a US agency may run your software; your marketplace listing decides how they buy it. Here is how the authorization and the listing actually connect. Aug 20; 2026","blog","https://www.suger.io/resources/blog/fedramp-and-your-marketplace-listing/","low"
"suger-2026-08-20-gcp-google-cloud-commitments-and-marketplace-drawd","Suger","2026-08-20","GCP Google Cloud Commitments and Marketplace Drawdown A buyer's Google Cloud spend commitment can count against what the","GCP Google Cloud Commitments and Marketplace Drawdown A buyer's Google Cloud spend commitment can count against what they buy from you on the Marketplace. For a seller; that turns your invoice into money the buyer already promised to spend — which is why it de-risks the deal.","blog","https://www.suger.io/resources/blog/gcp-commitments-and-marketplace-drawdown/","low"
"suger-2026-08-20-gcp-google-cloud-partner-network-tiers-explained-g","Suger","2026-08-20","GCP Google Cloud Partner Network Tiers Explained Google Cloud replaced Partner Advantage with the Google Cloud Partner N","GCP Google Cloud Partner Network Tiers Explained Google Cloud replaced Partner Advantage with the Google Cloud Partner Network: three tiers — Select; Premier; and Diamond — and a competency framework in place of specializations. Here is how the structure works for an ISV.","blog","https://www.suger.io/resources/blog/google-cloud-partner-network-tiers/","low"
"suger-2026-08-20-aws-selling-data-products-on-cloud-marketplaces-se","Suger","2026-08-20","AWS Selling Data Products on Cloud Marketplaces Selling a data product on a marketplace is not a SaaS listing pointed at","AWS Selling Data Products on Cloud Marketplaces Selling a data product on a marketplace is not a SaaS listing pointed at data buyers. Delivery; entitlement and pricing all work differently — here is how; on AWS Data Exchange and Snowflake. Aug 20; 2026","blog","https://www.suger.io/resources/blog/selling-data-products-on-a-marketplace/","low"
"suger-2026-08-20-billing-metering-migrate-marketplace-metering-with","Suger","2026-08-20","Billing & Metering Migrate Marketplace Metering Without Downtime Moving billing platforms is where usage-based sellers g","Billing & Metering Migrate Marketplace Metering Without Downtime Moving billing platforms is where usage-based sellers get scared; because metering is the one thing that feeds a real buyer invoice. Here is the cutover plan that drops no records and double-bills no one.","blog","https://www.suger.io/resources/blog/migrating-without-breaking-metering/","low"
"suger-2026-08-20-cloud-gtm-selling-internationally-on-cloud-marketp","Suger","2026-08-20","Cloud GTM Selling Internationally on Cloud Marketplaces Selling across borders through a cloud marketplace changes five ","Cloud GTM Selling Internationally on Cloud Marketplaces Selling across borders through a cloud marketplace changes five things at once — currency; tax; the entity that pays you; where a listing is buyable; and how a contract localizes.","blog","https://www.suger.io/resources/blog/selling-internationally-on-cloud-marketplaces/","low"
"suger-2026-08-20-cloud-gtm-selling-to-government-through-marketplac","Suger","2026-08-20","Cloud GTM Selling to Government Through Marketplaces Selling to a public-sector buyer on a cloud marketplace is your com","Cloud GTM Selling to Government Through Marketplaces Selling to a public-sector buyer on a cloud marketplace is your commercial motion plus three things you have to get right: the right cloud; the right procurement vehicle; and the right contract paper.","blog","https://www.suger.io/resources/blog/selling-to-government-through-marketplaces/","low"
"aws-2026-08-19-aws-marketplace-launches-support-for-amazon-lights","AWS","2026-08-19","AWS Marketplace launches support for Amazon Lightsail","Today; AWS Marketplace announces support for launching select Amazon Machine Images (AMIs) on Amazon Lightsail. Customers who want simple; predictable pricing and a streamlined instance-creation experience can now easily deploy eligible AWS Marketplace AMIs on Amazon Lightsail i…","pricing","https://aws.amazon.com/about-aws/whats-new/2026/08/aws-marketplace-launch-ami-amazon-lightsail","high"
"suger-2026-08-19-aws-aws-competencies-worth-the-work-an-aws-compete","Suger","2026-08-19","AWS AWS Competencies: Worth the Work? An AWS Competency is a real credential with a real cost. Here is a decision framew","AWS AWS Competencies: Worth the Work? An AWS Competency is a real credential with a real cost. Here is a decision framework for weighing the effort of an application against the differentiation AWS says it unlocks — before you commit the headcount. Aug 19; 2026","blog","https://www.suger.io/resources/blog/aws-competencies-worth-the-work/","low"
